date,course,race_id,off,race_name,class,pattern,age_band,dist_m,going,surface,ran,num,pos,draw,ovr_btn,horse_id,horse,age,sex,lbs,hg,secs,dec,jockey_id,jockey,trainer_id,trainer,or,rpr,sire_id,sire,dam_id,dam,damsire_id,damsire
2023-01-15,Sha Tin (HK),831030,6:00,Lam Tei Handicap (Div I)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1200.0,Good,Turf,14,11,10,9,7,4678647,Super Magic (AUS),4,G,125,b,71.36,100.00,76995,Luke Currie,3550,David A Hayes,50,40,606010,Al Maher (AUS),1500558,Cozy Deal (USA),303554,Cozzene
2023-01-15,Sha Tin (HK),831030,6:00,Lam Tei Handicap (Div I)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1200.0,Good,Turf,14,10,11,1,7.25,4785147,Strathpeffer (AUS),3,G,127,h,71.41,59.00,88300,M L Yeung,36353,Douglas Whyte,52,41,1709925,Dundeel (NZ),779074,Quizzed GB,596219,Oratorio
2023-01-15,Sha Tin (HK),831030,6:00,Lam Tei Handicap (Div I)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1200.0,Good,Turf,14,9,12,5,8.5,4778496,Inno Tech Winner (NZ),4,G,125,,71.66,81.00,99123,Jerry Chau,30441,T P Yung,52,37,787138,Mahisara (AUS),2775373,Lady Primera (AUS),88698,Dehere
2023-01-15,Sha Tin (HK),831030,6:00,Lam Tei Handicap (Div I)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1200.0,Good,Turf,14,4,13,11,10.25,4785140,Brother Pearl (NZ),3,G,127,b,72.01,167.00,91255,V Borges,15856,C H Yip,52,32,845964,Complacent (AUS),3310837,Thyme (NZ),575178,Thorn Park
2023-01-15,Sha Tin (HK),831030,6:00,Lam Tei Handicap (Div I)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1200.0,Good,Turf,14,8,14,3,10.5,4827254,Hurry Hurry Rich (AUS),3,G,127,tb,72.06,9.20,88536,K C Leung,39762,P C Ng,52,31,1039826,Russian Revolution (AUS),4827253,The Playroom (NZ),720303,Northern Meteor
2023-01-15,Sha Tin (HK),831031,6:30,Lam Tei Handicap (Div II)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1200.0,Good,Turf,14,8,1,5,0,4763516,Fun Together (NZ),4,G,126,t,70.11,144.00,99123,Jerry Chau,30441,T P Yung,52,63,695691,Rip Van Winkle (IRE),960383,Honorjeu (NZ),503034,Montjeu
2023-01-15,Sha Tin (HK),831031,6:30,Lam Tei Handicap (Div II)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1200.0,Good,Turf,14,4,2,2,0.1,3502426,Victory Scholars (NZ),5,G,120,v,70.13,8.40,101468,Angus Chung,16095,C Fownes,54,65,681421,Per Incanto (USA),3502425,You Little Ripa (NZ),584343,Bachelor Duke
2023-01-15,Sha Tin (HK),831031,6:30,Lam Tei Handicap (Div II)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1200.0,Good,Turf,14,2,3,11,0.2,4421960,Universal Horizon (AUS),4,G,134,,70.15,11.00,90687,C Y Ho,12762,K W Lui,58,69,888702,Shalaa (IRE),950665,Auroras Star (AUS),561466,Medaglia dOro
2023-01-15,Sha Tin (HK),831031,6:30,Lam Tei Handicap (Div II)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1200.0,Good,Turf,14,13,4,8,.25,4019239,Super Highway (AUS),4,G,123,htv,70.16,8.20,88634,Karis Teetan,33689,F C Lor,47,58,872464,Deep Field (AUS),1944330,Mosoru (AUS),526692,Black Minnaloushe
2023-01-15,Sha Tin (HK),831031,6:30,Lam Tei Handicap (Div II)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1200.0,Good,Turf,14,10,5,6,1.5,4735664,Togepi (AUS),4,G,128,,70.41,50.00,98196,L J Ferraris,14044,A T Millard,52,59,843827,Eurozone (AUS),3039487,Viennese Beauty (AUS),633824,Snitzel
2023-01-15,Sha Tin (HK),831031,6:30,Lam Tei Handicap (Div II)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1200.0,Good,Turf,14,12,6,7,2,4334924,Timestorm (AUS),4,C,126,t,70.51,20.00,79529,Hugh Bowman,23445,D J Hall,50,55,879899,Outreach (AUS),4334923,Adriatic (AUS),704777,Sebring
2023-01-15,Sha Tin (HK),831031,6:30,Lam Tei Handicap (Div II)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1200.0,Good,Turf,14,3,7,3,2.25,4699461,Multisuper (AUS),3,G,130,,70.56,1.70,82339,Zac Purton,13936,P F Yiu,54,58,879898,Vancouver (AUS),1860968,Purity (AUS),633826,Ferocity
2023-01-15,Sha Tin (HK),831031,6:30,Lam Tei Handicap (Div II)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1200.0,Good,Turf,14,14,8,9,2.75,4191575,Double Show (NZ),4,G,119,tb,70.66,58.00,91255,V Borges,36353,Douglas Whyte,43,45,736110,Showcasing (GB),4191574,Showus (NZ),95466,Pentire
2023-01-15,Sha Tin (HK),831031,6:30,Lam Tei Handicap (Div II)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1200.0,Good,Turf,14,6,9,4,3.5,4827256,Denfield (AUS),3,G,128,t,70.81,6.40,83746,Silvestre De Sousa,16058,C S Shum,52,52,872464,Deep Field (AUS),3625128,Bousquet (AUS),518730,More Than Ready
2023-01-15,Sha Tin (HK),831031,6:30,Lam Tei Handicap (Div II)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1200.0,Good,Turf,14,11,10,14,3.5,4770041,Oriental Spirit (AUS),4,G,127,p,70.82,155.00,95383,L Hewitson,3550,David A Hayes,51,51,905601,Astern (AUS),767428,Maraaseem (AUS),509318,Redoutes Choice
2023-01-15,Sha Tin (HK),831031,6:30,Lam Tei Handicap (Div II)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1200.0,Good,Turf,14,1,11,13,9.25,3941880,Pins Prince (NZ),5,G,135,het,71.96,36.00,85541,Alexis Badel,12739,J Size,59,40,519564,Pins (AUS),3941879,Urban (NZ),459025,OReilly
2023-01-15,Sha Tin (HK),831031,6:30,Lam Tei Handicap (Div II)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1200.0,Good,Turf,14,5,12,10,11,3315535,August Moon (NZ),5,G,129,tv,72.31,95.00,76995,Luke Currie,35043,Jamie Richards,53,29,797173,Highly Recommended (AUS),771093,Queen Of The Castle (NZ),582777,Castledale
2023-01-15,Sha Tin (HK),831031,6:30,Lam Tei Handicap (Div II)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1200.0,Good,Turf,14,7,13,1,16.25,4778499,Faithful Champion (NZ),4,G,128,ht,73.36,161.00,88642,Antoine Hamelin,12767,A S Cruz,52,11,519564,Pins (AUS),1767689,Miss Bling (NZ),522793,Golan
2023-01-15,Sha Tin (HK),831031,6:30,Lam Tei Handicap (Div II)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1200.0,Good,Turf,14,9,14,12,17.75,4770050,Happy Horse (AUS),4,G,128,ht,73.66,254.00,88300,M L Yeung,12787,K L Man,52,6,837877,Zoustar (AUS),903791,Kiss In The Rain (AUS),729175,Manhattan Rain
2023-01-15,Sha Tin (HK),831032,7:00,Nam Sang Wai Handicap (Div I)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1400.0,Good,Turf,14,9,1,13,0,4763517,D Star (NZ),3,G,115,htb,83.26,17.70,101468,Angus Chung,12767,A S Cruz,50,63,632831,Darci Brahma (NZ),986347,Florella (NZ),63261,Volksraad
2023-01-15,Sha Tin (HK),831032,7:00,Nam Sang Wai Handicap (Div I)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1400.0,Good,Turf,14,12,2,7,0.2,3875218,Joyful Genius (AUS),5,G,122,,83.30,4.60,82339,Zac Purton,23445,D J Hall,47,59,753334,Hinchinbrook (AUS),3654227,Waytoohigh (AUS),546212,High Chaparral
2023-01-15,Sha Tin (HK),831032,7:00,Nam Sang Wai Handicap (Div I)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1400.0,Good,Turf,14,14,3,10,.75,4033863,Sixth Generation (AUS),4,G,119,ht,83.41,6.20,76995,Luke Currie,35043,Jamie Richards,44,55,681421,Per Incanto (USA),801199,Xanadu (NZ),566008,Elusive City
2023-01-15,Sha Tin (HK),831032,7:00,Nam Sang Wai Handicap (Div I)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1400.0,Good,Turf,14,13,4,12,1.5,2455799,Splendid Living (IRE),6,G,121,t,83.56,6.40,88632,Harry Bentley,13936,P F Yiu,46,55,726295,Starspangledbanner (AUS),833320,Laurelita (IRE),546212,High Chaparral
2023-01-15,Sha Tin (HK),831032,7:00,Nam Sang Wai Handicap (Div I)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1400.0,Good,Turf,14,7,5,2,1.75,4735665,Owners Praise (AUS),4,G,128,,83.61,10.00,88536,K C Leung,28673,W Y So,53,61,800174,Toronado (IRE),597112,Cincinnati Gal (AUS),105579,Langfuhr
2023-01-15,Sha Tin (HK),831032,7:00,Nam Sang Wai Handicap (Div I)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1400.0,Good,Turf,14,11,6,1,2,2974638,Speed Fay Fay (AUS),6,G,123,b,83.66,10.00,98196,L J Ferraris,14044,A T Millard,48,55,753334,Hinchinbrook (AUS),767427,Willow (AUS),303747,Woodman
2023-01-15,Sha Tin (HK),831032,7:00,Nam Sang Wai Handicap (Div I)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1400.0,Good,Turf,14,4,7,3,2.25,3347614,Durham Star (AUS),6,G,131,b,83.71,19.00,88634,Karis Teetan,36353,Douglas Whyte,56,62,872464,Deep Field (AUS),777175,Freestyle (AUS),460778,Snippets
2023-01-15,Sha Tin (HK),831032,7:00,Nam Sang Wai Handicap (Div I)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1400.0,Good,Turf,14,2,8,6,2.75,4827257,Unpresuming (IRE),4,G,127,b,83.81,13.00,85541,Alexis Badel,12739,J Size,52,57,739856,Bated Breath (GB),2996928,Shy Audience (IRE),800166,Sir Prancealot
2023-01-15,Sha Tin (HK),831032,7:00,Nam Sang Wai Handicap (Div I)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1400.0,Good,Turf,14,1,9,4,3.5,2140695,Horsesain Bolt (IRE),7,G,135,tb,83.96,5.40,83746,Silvestre De Sousa,16058,C S Shum,60,63,749313,Excelebration (IRE),818627,Kerisa (IRE),584911,Azamour
2023-01-15,Sha Tin (HK),831032,7:00,Nam Sang Wai Handicap (Div I)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1400.0,Good,Turf,14,10,10,14,5,2993108,Fire Ball (NZ),6,G,123,,84.26,23.00,88999,Ruan Maia,15856,C H Yip,48,47,797837,Burgundy (NZ),1489223,Lady Winifred (NZ),76889,Casual Lies
2023-01-15,Sha Tin (HK),831032,7:00,Nam Sang Wai Handicap (Div I)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1400.0,Good,Turf,14,3,11,8,6,3070466,Call Me Teddy (USA),5,G,131,t,84.46,54.00,79529,Hugh Bowman,20011,C W Chang,56,53,768597,Uncle Mo (USA),727067,Irish Lights (AUS),596550,Fastnet Rock
2023-01-15,Sha Tin (HK),831032,7:00,Nam Sang Wai Handicap (Div I)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1400.0,Good,Turf,14,8,12,9,6.25,4778501,Ka Ying Glorious (AUS),4,G,127,p,84.51,113.00,88300,M L Yeung,3550,David A Hayes,52,48,824375,Shamus Award (AUS),4778500,Princess Seven (AUS),727618,Onemorenomore
2023-01-15,Sha Tin (HK),831032,7:00,Nam Sang Wai Handicap (Div I)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1400.0,Good,Turf,14,5,13,5,7.5,2901096,Nunchuks (NZ),8,G,131,t,84.76,23.00,90687,C Y Ho,16095,C Fownes,56,48,459025,OReilly (NZ),804363,Mamas Choice (AUS),509318,Redoutes Choice
2023-01-15,Sha Tin (HK),831032,7:00,Nam Sang Wai Handicap (Div I)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1400.0,Good,Turf,14,6,14,11,7.75,1874922,Flying Sword (AUS),7,G,130,tb,84.81,60.00,88642,Antoine Hamelin,35035,Jimmy Ting,55,47,780033,Foxwedge (AUS),658846,Whiffle (USA),305033,Red Ransom
2023-01-15,Sha Tin (HK),831033,7:35,Nam Sang Wai Handicap (Div II)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1400.0,Good,Turf,14,6,1,6,0,4699466,Fast Buck (AUS),3,G,128,b,82.95,3.10,82339,Zac Purton,12739,J Size,53,66,606010,Al Maher (AUS),797595,Pentimento (AUS),466191,Elusive Quality
2023-01-15,Sha Tin (HK),831033,7:35,Nam Sang Wai Handicap (Div II)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1400.0,Good,Turf,14,8,2,9,1,4177614,Smiling Collector (NZ),4,G,128,v,83.15,17.00,98196,L J Ferraris,35035,Jimmy Ting,53,63,870402,Turn Me Loose (NZ),746871,Comme Tu Veux (NZ),523631,Howbaddouwantit
2023-01-15,Sha Tin (HK),831033,7:35,Nam Sang Wai Handicap (Div II)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1400.0,Good,Turf,14,2,3,8,1.5,4770039,Holy Power (NZ),4,G,132,b,83.25,19.00,76995,Luke Currie,35043,Jamie Richards,57,66,779232,Power (GB),4770038,Onmyown (NZ),546212,High Chaparral
2023-01-15,Sha Tin (HK),831033,7:35,Nam Sang Wai Handicap (Div II)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1400.0,Good,Turf,14,5,4,10,2,3125401,War Weapon (AUS),5,G,130,t,83.35,6.90,95383,L Hewitson,28673,W Y So,55,62,856471,Time For War (AUS),2236894,Sunbrella (AUS),455293,Peintre Celebre
2023-01-15,Sha Tin (HK),831033,7:35,Nam Sang Wai Handicap (Div II)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1400.0,Good,Turf,14,1,5,7,2.25,3123805,Lets Do It (AUS),6,G,133,p,83.40,5.50,95725,Matthew Poon,23445,D J Hall,60,66,596538,Dane Shadow (AUS),777164,Dorothy Dinosaur (AUS),466101,Canny Lad
2023-01-15,Sha Tin (HK),831033,7:35,Nam Sang Wai Handicap (Div II)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1400.0,Good,Turf,14,4,6,13,4,3094843,Sparky Star (NZ),7,G,130,b,83.75,8.60,79529,Hugh Bowman,30441,T P Yung,55,57,459025,OReilly (NZ),755649,Lady Chaparral (NZ),546212,High Chaparral
2023-01-15,Sha Tin (HK),831033,7:35,Nam Sang Wai Handicap (Div II)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1400.0,Good,Turf,14,3,7,4,5.75,3443219,Function Patch (NZ),5,G,128,ht,84.10,38.00,99123,Jerry Chau,12762,K W Lui,55,52,736110,Showcasing (GB),647076,Next GB,44610,In The Wings
2023-01-15,Sha Tin (HK),831033,7:35,Nam Sang Wai Handicap (Div II)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1400.0,Good,Turf,14,7,8,11,5.75,3986068,Killer Instinct (NZ),5,G,128,t,84.11,11.00,90687,C Y Ho,16095,C Fownes,53,50,779232,Power (GB),3986067,La Muchacha (NZ),668231,My Halo
2023-01-15,Sha Tin (HK),831033,7:35,Nam Sang Wai Handicap (Div II)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1400.0,Good,Turf,14,10,9,1,8,4763513,Starship Eighty (AUS),3,G,125,hb,84.55,28.00,88536,K C Leung,39762,P C Ng,50,41,693584,Into Mischief (USA),756294,Starship Angel (USA),459997,Running Stag
2023-01-15,Sha Tin (HK),831033,7:35,Nam Sang Wai Handicap (Div II)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1400.0,Good,Turf,14,14,10,2,12.5,4132921,All Is Ready (AUS),4,G,117,b,85.45,53.00,88632,Harry Bentley,13936,P F Yiu,42,21,903384,Super One (AUS),4132920,Trial Bay (AUS),583738,Congrats
2023-01-15,Sha Tin (HK),831033,7:35,Nam Sang Wai Handicap (Div II)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1400.0,Good,Turf,14,13,11,5,13,3866876,My Intelligent (AUS),5,G,120,t,85.55,10.00,88634,Karis Teetan,12760,L Ho,45,23,657462,Holy Roman Emperor (IRE),890313,Tequilakoko (AUS),531769,Galileo
2023-01-15,Sha Tin (HK),831033,7:35,Nam Sang Wai Handicap (Div II)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1400.0,Good,Turf,14,9,12,14,14,4792511,Flying Gallop (IRE),4,G,127,t,85.75,125.00,85541,Alexis Badel,16058,C S Shum,52,27,637069,Dandy Man (IRE),835575,Bankeress (IRE),72922,Barathea
2023-01-15,Sha Tin (HK),831033,7:35,Nam Sang Wai Handicap (Div II)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1400.0,Good,Turf,14,11,13,3,23,4642737,Generous Friend (AUS),4,G,124,,87.55,184.00,88999,Ruan Maia,15856,C H Yip,49,–,780033,Foxwedge (AUS),600243,Only Words (AUS),97716,End Sweep
2023-01-15,Sha Tin (HK),831033,7:35,Nam Sang Wai Handicap (Div II)  (3yo+) (Course A) (Turf),Class 4,,3yo+,1400.0,Good,Turf,14,12,14,12,25.5,3923514,Baebae Tsoi (AUS),5,G,122,tp,88.05,13.00,88642,Antoine Hamelin,33689,F C Lor,47,–,764991,Sweet Orange (USA),3098401,Sannah Rose (NZ),522793,Golan
2023-01-15,Sha Tin (HK),831034,8:05,Pok Oi Cup (Handicap)  (3yo+) (Course A) (Turf),Class 3,,3yo+,1000.0,Good,Turf,13,7,1,6,0,3575277,We Are Hero (AUS),5,G,123,tv,57.51,2.00,79529,Hugh Bowman,12787,K L Man,68,86,880208,Headwater (AUS),904983,Kinsella (AUS),602045,Shamardal
2023-01-15,Sha Tin (HK),831034,8:05,Pok Oi Cup (Handicap)  (3yo+) (Course A) (Turf),Class 3,,3yo+,1000.0,Good,Turf,13,10,2,11,1.75,3310929,Lucky Fun (NZ),6,G,120,,57.86,138.00,88300,M L Yeung,12760,L Ho,65,77,820752,Proisir (AUS),3310928,Emerged (NZ),584343,Bachelor Duke
2023-01-15,Sha Tin (HK),831034,8:05,Pok Oi Cup (Handicap)  (3yo+) (Course A) (Turf),Class 3,,3yo+,1000.0,Good,Turf,13,5,3,8,2,3399418,Pleasant Endeavor (AUS),5,G,125,b,57.91,12.00,88536,K C Leung,13936,P F Yiu,70,81,509318,Redoutes Choice (AUS),829066,Via Africa (SAF),604760,Var
2023-01-15,Sha Tin (HK),831034,8:05,Pok Oi Cup (Handicap)  (3yo+) (Course A) (Turf),Class 3,,3yo+,1000.0,Good,Turf,13,8,4,10,2.25,3538604,Ka Ying Spirit (AUS),5,G,120,tb,57.96,16.00,95725,Matthew Poon,16058,C S Shum,67,77,854186,Rubick (AUS),897618,Search The Stars (AUS),472277,Tale Of The Cat
2023-01-15,Sha Tin (HK),831034,8:05,Pok Oi Cup (Handicap)  (3yo+) (Course A) (Turf),Class 3,,3yo+,1000.0,Good,Turf,13,9,5,14,2.75,3851569,Victory Moments (AUS),3,G,122,t,58.06,3.60,82339,Zac Purton,33689,F C Lor,67,76,897595,Spieth (NZ),901091,Tris (AUS),698454,Street Boss
2023-01-15,Sha Tin (HK),831034,8:05,Pok Oi Cup (Handicap)  (3yo+) (Course A) (Turf),Class 3,,3yo+,1000.0,Good,Turf,13,6,6,3,3.5,3097860,Happy Mission (AUS),5,G,124,ht,58.21,59.00,91255,V Borges,30441,T P Yung,69,75,633824,Snitzel (AUS),751379,Acquired (NZ),459025,OReilly
2023-01-15,Sha Tin (HK),831034,8:05,Pok Oi Cup (Handicap)  (3yo+) (Course A) (Turf),Class 3,,3yo+,1000.0,Good,Turf,13,2,7,7,4.25,2455782,Metro Warrior (AUS),6,G,135,b,58.36,16.00,90687,C Y Ho,3550,David A Hayes,80,83,596550,Fastnet Rock (AUS),483947,Scandinavia (AUS),460778,Snippets
2023-01-15,Sha Tin (HK),831034,8:05,Pok Oi Cup (Handicap)  (3yo+) (Course A) (Turf),Class 3,,3yo+,1000.0,Good,Turf,13,4,8,12,4.75,1927361,Quadruple Double (AUS),7,G,121,tb,58.46,11.00,95720,K H Alfred Chan,23445,D J Hall,71,73,837877,Zoustar (AUS),777168,Jessica Rose (AUS),594946,Keep The Faith
2023-01-15,Sha Tin (HK),831034,8:05,Pok Oi Cup (Handicap)  (3yo+) (Course A) (Turf),Class 3,,3yo+,1000.0,Good,Turf,13,3,9,13,5.25,2522439,Man Star (AUS),6,G,132,v,58.56,96.00,76995,Luke Currie,35035,Jimmy Ting,77,77,867339,Shooting To Win (AUS),768662,Across The Moon (AUS),633944,Stratum
2023-01-15,Sha Tin (HK),831034,8:05,Pok Oi Cup (Handicap)  (3yo+) (Course A) (Turf),Class 3,,3yo+,1000.0,Good,Turf,13,1,10,1,6.25,2724334,Equaletta Blitz (AUS),6,G,125,hb,58.76,14.00,101468,Angus Chung,36353,Douglas Whyte,80,76,692355,Equiano (FR),884465,Galleta (AUS),460016,Zabeel
2023-01-15,Sha Tin (HK),831034,8:05,Pok Oi Cup (Handicap)  (3yo+) (Course A) (Turf),Class 3,,3yo+,1000.0,Good,Turf,13,12,11,5,7,3675946,Taj Dragon (IRE),4,G,119,,58.91,48.00,99123,Jerry Chau,39762,P C Ng,66,59,1004665,Mehmas (IRE),3132400,Next Trial (IRE),671451,Hard Spun
2023-01-15,Sha Tin (HK),831034,8:05,Pok Oi Cup (Handicap)  (3yo+) (Course A) (Turf),Class 3,,3yo+,1000.0,Good,Turf,13,11,12,2,8,4033865,Scotch Tycoon (AUS),4,G,120,b,59.11,99.00,95383,L Hewitson,12762,K W Lui,65,55,868881,Rich Enuff (AUS),1158668,Champagne Flute (AUS),558804,Bel Esprit
2023-01-15,Sha Tin (HK),831034,8:05,Pok Oi Cup (Handicap)  (3yo+) (Course A) (Turf),Class 3,,3yo+,1000.0,Good,Turf,13,13,13,4,8.75,2525732,Eight Trigrams (AUS),7,G,116,tb,59.26,135.00,94181,H N Jack Wong,17998,Y S Tsui,64,51,664795,Magnus (AUS),1321598,Demandehere (AUS),88698,Dehere
2023-01-15,Sha Tin (HK),831035,8:35,Ping Shan Handicap  (3yo+) (Course A) (Turf),Class 3,,3yo+,1600.0,Good,Turf,14,4,1,10,0,4105551,Voyage Bubble (AUS),4,G,131,p,94.88,3.35,88536,K C Leung,13936,P F Yiu,76,87,872464,Deep Field (AUS),857980,Raheights (AUS),13903,Rahy
2023-01-15,Sha Tin (HK),831035,8:35,Ping Shan Handicap  (3yo+) (Course A) (Turf),Class 3,,3yo+,1600.0,Good,Turf,14,12,2,8,0.1,3780002,Happy Together (IRE),4,G,120,t,94.90,9.40,85541,Alexis Badel,31473,Richard Gibson,65,76,786762,Dragon Pulse (IRE),905637,Ruby Girl (IRE),679954,Fast Company
2023-01-15,Sha Tin (HK),831035,8:35,Ping Shan Handicap  (3yo+) (Course A) (Turf),Class 3,,3yo+,1600.0,Good,Turf,14,2,3,6,1,3886721,La City Blanche (ARG),4,G,125,ht,95.08,82.00,101468,Angus Chung,12767,A S Cruz,80,89,713852,Cityscape (GB),932496,Etoile Blanc (BRZ),470316,Nedawi
2023-01-15,Sha Tin (HK),831035,8:35,Ping Shan Handicap  (3yo+) (Course A) (Turf),Class 3,,3yo+,1600.0,Good,Turf,14,1,4,13,1.25,4205025,Erimo (USA),5,G,135,b,95.14,34.00,79529,Hugh Bowman,12739,J Size,80,89,698454,Street Boss (USA),2819016,Undo (USA),587011,Flatter
2023-01-15,Sha Tin (HK),831035,8:35,Ping Shan Handicap  (3yo+) (Course A) (Turf),Class 3,,3yo+,1600.0,Good,Turf,14,7,5,7,1.5,3204197,Secret Vision (IRE),5,G,128,t,95.18,6.20,83746,Silvestre De Sousa,16058,C S Shum,73,81,753279,Elzaam (AUS),1589400,Arakans Secret (IRE),556759,Arakan
2023-01-15,Sha Tin (HK),831035,8:35,Ping Shan Handicap  (3yo+) (Course A) (Turf),Class 3,,3yo+,1600.0,Good,Turf,14,9,6,12,1.5,3835607,Hava Nageela (IRE),4,G,124,b,95.19,5.30,82339,Zac Purton,33689,F C Lor,69,77,905467,Aclaim (IRE),551191,Quads Melody (IRE),108482,Spinning World
2023-01-15,Sha Tin (HK),831035,8:35,Ping Shan Handicap  (3yo+) (Course A) (Turf),Class 3,,3yo+,1600.0,Good,Turf,14,14,7,4,1.5,4076066,Happy Day (NZ),4,G,117,,95.19,7.80,95383,L Hewitson,28673,W Y So,62,70,681421,Per Incanto (USA),832250,Siciliani (NZ),632831,Darci Brahma
2023-01-15,Sha Tin (HK),831035,8:35,Ping Shan Handicap  (3yo+) (Course A) (Turf),Class 3,,3yo+,1600.0,Good,Turf,14,8,8,5,5,4033860,Golden Empire (FR),5,G,126,,95.88,28.00,88999,Ruan Maia,12762,K W Lui,71,71,596550,Fastnet Rock (AUS),2931869,Pretty Paper (IRE),561466,Medaglia dOro
2023-01-15,Sha Tin (HK),831035,8:35,Ping Shan Handicap  (3yo+) (Course A) (Turf),Class 3,,3yo+,1600.0,Good,Turf,14,6,9,3,5.75,3229565,Capital Legend (AUS),4,G,129,t,96.03,7.70,90687,C Y Ho,16095,C Fownes,74,72,901048,Capitalist (AUS),1225225,Sweet Melody (NZ),716511,Tavistock
2023-01-15,Sha Tin (HK),831035,8:35,Ping Shan Handicap  (3yo+) (Course A) (Turf),Class 3,,3yo+,1600.0,Good,Turf,14,10,10,1,5.75,2008488,Decrypt (GB),7,G,121,t,96.04,30.00,99123,Jerry Chau,39762,P C Ng,68,66,671647,Dark Angel (IRE),863982,Shes A Worldie (IRE),582877,Kodiac
2023-01-15,Sha Tin (HK),831035,8:35,Ping Shan Handicap  (3yo+) (Course A) (Turf),Class 3,,3yo+,1600.0,Good,Turf,14,3,11,11,6,4239324,Straight Arron (AUS),4,G,132,p,96.09,26.00,88634,Karis Teetan,3550,David A Hayes,77,75,596550,Fastnet Rock (AUS),873096,Imperial Lass (NZ),716511,Tavistock
2023-01-15,Sha Tin (HK),831035,8:35,Ping Shan Handicap  (3yo+) (Course A) (Turf),Class 3,,3yo+,1600.0,Good,Turf,14,13,12,14,6.75,3212599,Imperial Magee (BRZ),5,G,118,ht,96.23,159.00,91255,V Borges,35035,Jimmy Ting,63,59,758206,Mellon Martini (USA),2661099,Principessa Carla (BRZ),466191,Elusive Quality
2023-01-15,Sha Tin (HK),831035,8:35,Ping Shan Handicap  (3yo+) (Course A) (Turf),Class 3,,3yo+,1600.0,Good,Turf,14,11,13,2,10.5,3828002,Young Brilliant (GB),4,G,121,,96.98,135.00,88632,Harry Bentley,15856,C H Yip,66,53,779353,Helmet (AUS),402314,Avon Lady GB,567152,Avonbridge
2023-01-15,Sha Tin (HK),831035,8:35,Ping Shan Handicap  (3yo+) (Course A) (Turf),Class 3,,3yo+,1600.0,Good,Turf,14,5,14,9,18,3083656,Never Too Soon (AUS),5,G,128,t,98.48,25.00,95725,Matthew Poon,23445,D J Hall,75,45,633815,Written Tycoon (AUS),3083655,Best Yet To Come (AUS),596530,Econsul
2023-01-15,Sha Tin (HK),831036,9:10,Tai Tong Handicap  (3yo+) (Course A) (Turf),Class 3,,3yo+,1200.0,Good,Turf,14,4,1,8,0,3094468,Not Usual Star (AUS),5,G,129,ht,69.80,68.00,95383,L Hewitson,28673,W Y So,70,82,837877,Zoustar (AUS),754116,Acouplamas (AUS),606010,Al Maher
