date,course,race_id,off,race_name,class,pattern,age_band,dist_m,going,surface,ran,num,pos,draw,ovr_btn,horse_id,horse,age,sex,lbs,hg,secs,dec,jockey_id,jockey,trainer_id,trainer,or,rpr,sire_id,sire,dam_id,dam,damsire_id,damsire
2023-02-08,Happy Valley (HK),832885,12:45,Village Handicap  (3yo+) (Course B) (Turf),Class 4,,3yo+,1000.0,Good,Turf,12,6,10,6,6.75,4877228,Cheong Fat (AUS),4,G,127,he,58.67,41.00,88300,M L Yeung,12760,L Ho,52,41,779232,Power (GB),4877227,Dellamilia (NZ),500343,Stravinsky
2023-02-08,Happy Valley (HK),832885,12:45,Village Handicap  (3yo+) (Course B) (Turf),Class 4,,3yo+,1000.0,Good,Turf,12,2,11,7,7,2953195,Colonel (NZ),6,G,114,v,58.72,17.00,95637,H T Mo,13936,P F Yiu,41,29,830777,Ferlax (NZ),2785853,Outrageous Fortune (NZ),63261,Volksraad
2023-02-08,Happy Valley (HK),832885,12:45,Village Handicap  (3yo+) (Course B) (Turf),Class 4,,3yo+,1000.0,Good,Turf,12,3,12,8,7.5,2987066,Sergeant Pepper (AUS),5,G,132,,58.82,12.00,88536,K C Leung,17998,Y S Tsui,57,43,731950,I Am Invincible (AUS),902826,Resonates (AUS),649434,Teofilo
2023-02-08,Happy Valley (HK),832886,1:15,Sing Woo Handicap  (3yo+) (Course B) (Turf),Class 3,,3yo+,1200.0,Good,Turf,11,10,1,2,0,2892904,Speedy Mouse (IRE),6,G,119,,69.12,13.60,91255,V Borges,33689,F C Lor,68,81,774595,Slade Power (IRE),709892,Lady Naomi (USA),84328,Distant View
2023-02-08,Happy Valley (HK),832886,1:15,Sing Woo Handicap  (3yo+) (Course B) (Turf),Class 3,,3yo+,1200.0,Good,Turf,11,9,2,7,.5,2962930,Xponential (AUS),7,G,121,tb,69.22,6.80,83746,Silvestre De Sousa,36353,Douglas Whyte,70,81,692355,Equiano (FR),2962929,Eternal Circle (AUS),596550,Fastnet Rock
2023-02-08,Happy Valley (HK),832886,1:15,Sing Woo Handicap  (3yo+) (Course B) (Turf),Class 3,,3yo+,1200.0,Good,Turf,11,3,3,10,1.25,4320813,Beauty Tycoon (AUS),4,G,132,he,69.37,6.70,82339,Zac Purton,12739,J Size,81,90,633815,Written Tycoon (AUS),863530,Keena (FR),541314,Acclamation
2023-02-08,Happy Valley (HK),832886,1:15,Sing Woo Handicap  (3yo+) (Course B) (Turf),Class 3,,3yo+,1200.0,Good,Turf,11,1,4,3,1.25,3062662,Street Scream (AUS),6,G,135,htb,69.38,3.00,90687,C Y Ho,12767,A S Cruz,84,92,698454,Street Boss (USA),1915274,La Kalima (AUS),571073,Tuscany Flyer
2023-02-08,Happy Valley (HK),832886,1:15,Sing Woo Handicap  (3yo+) (Course B) (Turf),Class 3,,3yo+,1200.0,Good,Turf,11,4,5,4,1.5,3941870,Excellent Peers (NZ),5,G,131,h,69.42,5.40,88434,Matthew Chadwick,33689,F C Lor,80,87,753408,Jimmy Choux (NZ),825139,Lunar Eclipse (NZ),632831,Darci Brahma
2023-02-08,Happy Valley (HK),832886,1:15,Sing Woo Handicap  (3yo+) (Course B) (Turf),Class 3,,3yo+,1200.0,Good,Turf,11,5,6,1,1.75,3135260,Star Brite (AUS),5,G,121,tp,69.48,8.80,101468,Angus Chung,12762,K W Lui,80,87,800174,Toronado (IRE),893774,Chabaud (NZ),740067,Lookin At Lucky
2023-02-08,Happy Valley (HK),832886,1:15,Sing Woo Handicap  (3yo+) (Course B) (Turf),Class 3,,3yo+,1200.0,Good,Turf,11,7,7,8,2,3102097,Beauty Glory (GB),5,G,124,ht,69.52,48.00,88536,K C Leung,12767,A S Cruz,73,79,800174,Toronado (IRE),858737,Gregoria (IRE),657462,Holy Roman Emperor
2023-02-08,Happy Valley (HK),832886,1:15,Sing Woo Handicap  (3yo+) (Course B) (Turf),Class 3,,3yo+,1200.0,Good,Turf,11,6,8,9,3,3083656,Never Too Soon (AUS),5,G,125,t,69.72,87.00,95383,L Hewitson,23445,D J Hall,74,77,633815,Written Tycoon (AUS),3083655,Best Yet To Come (AUS),596530,Econsul
2023-02-08,Happy Valley (HK),832886,1:15,Sing Woo Handicap  (3yo+) (Course B) (Turf),Class 3,,3yo+,1200.0,Good,Turf,11,11,9,5,6.75,4693271,Yeaboi (NZ),4,G,115,b,70.47,77.00,95725,Matthew Poon,15856,C H Yip,64,57,859649,Belardo (IRE),3443225,Spiffy Iffie (NZ),584449,Iffraaj
2023-02-08,Happy Valley (HK),832886,1:15,Sing Woo Handicap  (3yo+) (Course B) (Turf),Class 3,,3yo+,1200.0,Good,Turf,11,8,10,11,10.25,3533525,Humble Star (AUS),4,G,122,t,71.17,8.60,85541,Alexis Badel,39762,P C Ng,71,51,751815,Star Witness (AUS),848611,Nautical (AUS),578010,Niello
2023-02-08,Happy Valley (HK),832886,1:15,Sing Woo Handicap  (3yo+) (Course B) (Turf),Class 3,,3yo+,1200.0,Good,Turf,11,2,11,6,28,3089199,King Land (AUS),5,G,131,,74.72,17.00,99123,Jerry Chau,30441,T P Yung,82,5,860893,Brazen Beau (AUS),967485,Pouter (AUS),589690,Dubawi
2023-02-08,Happy Valley (HK),832887,1:45,Shan Kwong Handicap  (3yo+) (Course B) (Turf),Class 1,,3yo+,1600.0,Good,Turf,11,4,1,3,0,3448675,The Irishman (NZ),5,G,129,ht,99.06,4.10,90687,C Y Ho,12762,K W Lui,96,108,716511,Tavistock (NZ),3448674,Zeranti (NZ),460016,Zabeel
2023-02-08,Happy Valley (HK),832887,1:45,Shan Kwong Handicap  (3yo+) (Course B) (Turf),Class 1,,3yo+,1600.0,Good,Turf,11,9,2,10,.75,2615800,Savaquin (NZ),6,G,123,,99.21,9.70,88634,Karis Teetan,12739,J Size,90,100,597619,Savabeel (AUS),827732,Sequin (NZ),519564,Pins
2023-02-08,Happy Valley (HK),832887,1:45,Shan Kwong Handicap  (3yo+) (Course B) (Turf),Class 1,,3yo+,1600.0,Good,Turf,11,10,3,11,2,3237964,Everyones Delight (NZ),6,G,122,tv,99.46,38.00,85541,Alexis Badel,33689,F C Lor,89,96,845972,El Roca (AUS),3237963,Catch Your Idol (NZ),460016,Zabeel
2023-02-08,Happy Valley (HK),832887,1:45,Shan Kwong Handicap  (3yo+) (Course B) (Turf),Class 1,,3yo+,1600.0,Good,Turf,11,1,4,2,3,2750236,Berlin Tango (GB),6,G,133,htb,99.66,8.60,79529,Hugh Bowman,12767,A S Cruz,100,105,503875,Dansili (GB),411734,Fantasia GB,463975,Sadlers Wells
2023-02-08,Happy Valley (HK),832887,1:45,Shan Kwong Handicap  (3yo+) (Course B) (Turf),Class 1,,3yo+,1600.0,Good,Turf,11,11,5,1,3.25,3170041,Nearly Fine (AUS),5,G,120,t,99.71,5.40,83746,Silvestre De Sousa,16095,C Fownes,87,91,876533,Exosphere (AUS),3170040,Shemakhan (NZ),695767,Mastercraftsman
2023-02-08,Happy Valley (HK),832887,1:45,Shan Kwong Handicap  (3yo+) (Course B) (Turf),Class 1,,3yo+,1600.0,Good,Turf,11,3,6,9,4.25,3257849,Cheerful Days (AUS),6,G,128,b,99.91,43.00,99123,Jerry Chau,12762,K W Lui,97,99,780035,Smart Missile (AUS),735647,Saint Minerva (AUS),531769,Galileo
2023-02-08,Happy Valley (HK),832887,1:45,Shan Kwong Handicap  (3yo+) (Course B) (Turf),Class 1,,3yo+,1600.0,Good,Turf,11,2,7,8,4.5,3408254,Fantastic Treasure (AUS),5,G,132,t,99.96,26.00,76995,Luke Currie,3550,David A Hayes,99,100,633815,Written Tycoon (AUS),2192453,Brambling (AUS),509318,Redoutes Choice
2023-02-08,Happy Valley (HK),832887,1:45,Shan Kwong Handicap  (3yo+) (Course B) (Turf),Class 1,,3yo+,1600.0,Good,Turf,11,6,8,5,6,3088714,Chancheng Prince (USA),6,G,124,t,100.26,53.00,95725,Matthew Poon,12762,K W Lui,93,91,870429,Carpe Diem (USA),843184,Bliss (USA),645324,Flashy Bull
2023-02-08,Happy Valley (HK),832887,1:45,Shan Kwong Handicap  (3yo+) (Course B) (Turf),Class 1,,3yo+,1600.0,Good,Turf,11,5,9,4,8.25,3461159,Packing Award (AUS),5,G,127,h,100.71,2.80,82339,Zac Purton,12760,L Ho,94,87,824375,Shamus Award (AUS),779562,Exchanges (AUS),633793,Domesday
2023-02-08,Happy Valley (HK),832887,1:45,Shan Kwong Handicap  (3yo+) (Course B) (Turf),Class 1,,3yo+,1600.0,Good,Turf,11,8,10,6,10.75,3538602,Apache Pass (AUS),6,G,123,b,101.21,69.00,95383,L Hewitson,39762,P C Ng,90,77,528128,War Chant (USA),3538601,Apache Point (AUS),546212,High Chaparral
2023-02-08,Happy Valley (HK),832887,1:45,Shan Kwong Handicap  (3yo+) (Course B) (Turf),Class 1,,3yo+,1600.0,Good,Turf,11,7,11,7,11.25,4045811,Beauty Live (AUS),5,G,124,t,101.31,10.00,88536,K C Leung,33689,F C Lor,91,77,824375,Shamus Award (AUS),2644782,Ethics (SAF),522058,Count Dubois
2023-02-08,Happy Valley (HK),832888,2:15,Blue Pool Handicap  (3yo+) (Course B) (Turf),Class 1,,3yo+,1200.0,Good,Turf,12,12,1,5,0,3240221,Astrologer (AUS),4,G,115,,69.04,5.30,85541,Alexis Badel,39762,P C Ng,86,100,901751,Star Turn (AUS),1399901,Fast N Witty (AUS),596550,Fastnet Rock
2023-02-08,Happy Valley (HK),832888,2:15,Blue Pool Handicap  (3yo+) (Course B) (Turf),Class 1,,3yo+,1200.0,Good,Turf,12,10,2,8,2,2666069,Grateful Heart (AUS),6,G,116,tp,69.44,26.00,88434,Matthew Chadwick,28673,W Y So,87,95,633815,Written Tycoon (AUS),837875,Show Affection (AUS),532078,Show A Heart
2023-02-08,Happy Valley (HK),832888,2:15,Blue Pool Handicap  (3yo+) (Course B) (Turf),Class 1,,3yo+,1200.0,Good,Turf,12,5,3,6,2.25,3097187,Rewarding Together (AUS),6,G,132,tb,69.49,3.10,83746,Silvestre De Sousa,33689,F C Lor,103,110,804723,Pierro (AUS),3097186,Bella Rossie (AUS),509320,Testa Rossa
2023-02-08,Happy Valley (HK),832888,2:15,Blue Pool Handicap  (3yo+) (Course B) (Turf),Class 1,,3yo+,1200.0,Good,Turf,12,7,4,10,3,2702874,Ping Hai Galaxy (AUS),7,G,125,,69.64,18.00,88634,Karis Teetan,12739,J Size,96,101,777681,The Factor (USA),2702873,De Lago Flash (AUS),455703,Encosta De Lago
2023-02-08,Happy Valley (HK),832888,2:15,Blue Pool Handicap  (3yo+) (Course B) (Turf),Class 1,,3yo+,1200.0,Good,Turf,12,3,5,7,3.25,3791356,Nervous Witness (AUS),5,G,133,,69.69,6.80,79529,Hugh Bowman,3550,David A Hayes,104,108,751815,Star Witness (AUS),3791355,Hadiklaim (AUS),690105,War Pass
2023-02-08,Happy Valley (HK),832888,2:15,Blue Pool Handicap  (3yo+) (Course B) (Turf),Class 1,,3yo+,1200.0,Good,Turf,12,9,6,4,4.25,3335331,Family Folks (AUS),6,G,117,b,69.89,10.00,88642,Antoine Hamelin,20011,C W Chang,88,88,633824,Snitzel (AUS),754005,Miss Sharapova (NZ),543146,Ustinov
2023-02-08,Happy Valley (HK),832888,2:15,Blue Pool Handicap  (3yo+) (Course B) (Turf),Class 1,,3yo+,1200.0,Good,Turf,12,4,7,2,4.5,3654221,Campione (GB),4,G,122,t,69.95,6.50,101468,Angus Chung,12767,A S Cruz,103,103,860893,Brazen Beau (AUS),838804,Josefa Goya GB,661629,Sakhees Secret
2023-02-08,Happy Valley (HK),832888,2:15,Blue Pool Handicap  (3yo+) (Course B) (Turf),Class 1,,3yo+,1200.0,Good,Turf,12,6,8,3,5,1807966,Handsome Bo Bo (AUS),8,G,123,t,70.04,13.00,95725,Matthew Poon,16058,C S Shum,96,95,779353,Helmet (AUS),806567,Sadlers Girl (FR),463975,Sadlers Wells
2023-02-08,Happy Valley (HK),832888,2:15,Blue Pool Handicap  (3yo+) (Course B) (Turf),Class 1,,3yo+,1200.0,Good,Turf,12,1,9,12,7.5,2492334,Computer Patch (AUS),6,G,133,tp,70.54,76.00,99123,Jerry Chau,35035,Jimmy Ting,106,97,577888,Exceed And Excel (AUS),766577,Girl Hussler (AUS),532968,Hussonet
2023-02-08,Happy Valley (HK),832888,2:15,Blue Pool Handicap  (3yo+) (Course B) (Turf),Class 1,,3yo+,1200.0,Good,Turf,12,8,10,1,9.75,2753152,Keep You Warm (IRE),6,G,118,b,70.99,17.00,95383,L Hewitson,12762,K W Lui,89,73,839221,No Nay Never (USA),849636,Dacio (USA),553957,Harlans Holiday
2023-02-08,Happy Valley (HK),832888,2:15,Blue Pool Handicap  (3yo+) (Course B) (Turf),Class 1,,3yo+,1200.0,Good,Turf,12,11,11,9,10.75,2394459,Harmony And Rich (AUS),6,G,116,,71.19,47.00,88300,M L Yeung,17998,Y S Tsui,87,67,731950,I Am Invincible (AUS),834299,Express Power (AUS),633824,Snitzel
2023-02-08,Happy Valley (HK),832888,2:15,Blue Pool Handicap  (3yo+) (Course B) (Turf),Class 1,,3yo+,1200.0,Good,Turf,12,2,12,11,14.25,2721800,Kurpany (FR),6,G,129,t,71.89,21.00,95720,K H Alfred Chan,16095,C Fownes,105,74,756946,Mayson (GB),1805982,One River (FR),644200,Stormy River
2023-02-08,Happy Valley (HK),832889,2:50,Tsui Man Handicap  (3yo+) (Course B) (Turf),Class 3,,3yo+,1600.0,Good,Turf,12,1,1,4,0,3142214,Gorytus (IRE),5,G,133,t,99.55,32.00,99123,Jerry Chau,16058,C S Shum,84,96,602494,Footstepsinthesand (GB),888264,Julieta (IRE),649434,Teofilo
2023-02-08,Happy Valley (HK),832889,2:50,Tsui Man Handicap  (3yo+) (Course B) (Turf),Class 3,,3yo+,1600.0,Good,Turf,12,3,2,5,0.3,3564070,Encountered (IRE),4,G,132,tb,99.61,2.20,83746,Silvestre De Sousa,12787,K L Man,81,92,906477,Churchill (IRE),815020,Enrol GB,107700,Pivotal
2023-02-08,Happy Valley (HK),832889,2:50,Tsui Man Handicap  (3yo+) (Course B) (Turf),Class 3,,3yo+,1600.0,Good,Turf,12,10,3,6,.75,3875222,Majestic Victory (AUS),6,G,106,t,99.70,9.10,101468,Angus Chung,12767,A S Cruz,65,75,749313,Excelebration (IRE),2605828,Arlington Rock (AUS),596550,Fastnet Rock
2023-02-08,Happy Valley (HK),832889,2:50,Tsui Man Handicap  (3yo+) (Course B) (Turf),Class 3,,3yo+,1600.0,Good,Turf,12,11,4,1,1.5,3886672,Silver Hammer (IRE),4,G,115,,99.85,30.00,85541,Alexis Badel,31473,Richard Gibson,64,72,855564,Kodi Bear (IRE),891292,Juliette Fair (IRE),671647,Dark Angel
2023-02-08,Happy Valley (HK),832889,2:50,Tsui Man Handicap  (3yo+) (Course B) (Turf),Class 3,,3yo+,1600.0,Good,Turf,12,4,5,2,1.75,4113864,Rising From Ashes (AUS),5,G,131,tb,99.90,8.60,88536,K C Leung,12762,K W Lui,80,87,824375,Shamus Award (AUS),848364,Tear Gas (NZ),546212,High Chaparral
2023-02-08,Happy Valley (HK),832889,2:50,Tsui Man Handicap  (3yo+) (Course B) (Turf),Class 3,,3yo+,1600.0,Good,Turf,12,7,6,7,2.25,2860747,Exceptional Nice (NZ),7,G,117,t,100.00,24.00,88434,Matthew Chadwick,28673,W Y So,66,73,716511,Tavistock (NZ),646438,Monroe Magic (NZ),460016,Zabeel
2023-02-08,Happy Valley (HK),832889,2:50,Tsui Man Handicap  (3yo+) (Course B) (Turf),Class 3,,3yo+,1600.0,Good,Turf,12,2,7,12,2.5,3648383,Viva Chaleur (FR),4,C,135,t,100.05,20.00,79529,Hugh Bowman,16095,C Fownes,84,90,749478,Wootton Bassett (GB),873261,Mezzo Mezzo (FR),660604,Mount Nelson
2023-02-08,Happy Valley (HK),832889,2:50,Tsui Man Handicap  (3yo+) (Course B) (Turf),Class 3,,3yo+,1600.0,Good,Turf,12,5,8,9,3.25,3894922,Sight Spirit (AUS),5,G,127,,100.20,10.00,82339,Zac Purton,12739,J Size,76,80,800174,Toronado (IRE),856024,Marmelo (AUS),659996,Duke Of Marmalade
2023-02-08,Happy Valley (HK),832889,2:50,Tsui Man Handicap  (3yo+) (Course B) (Turf),Class 3,,3yo+,1600.0,Good,Turf,12,9,9,10,3.25,2958976,Total Power (AUS),7,G,114,b,100.22,59.00,95720,K H Alfred Chan,23445,D J Hall,66,72,1709925,Dundeel (NZ),807027,Plumm (AUS),455703,Encosta De Lago
2023-02-08,Happy Valley (HK),832889,2:50,Tsui Man Handicap  (3yo+) (Course B) (Turf),Class 3,,3yo+,1600.0,Good,Turf,12,6,10,3,3.5,3638512,All Beauty (AUS),5,G,125,,100.25,4.40,90687,C Y Ho,33689,F C Lor,74,77,805807,All Too Hard (AUS),690964,Extension Of Time (AUS),545277,Dash For Cash
2023-02-08,Happy Valley (HK),832889,2:50,Tsui Man Handicap  (3yo+) (Course B) (Turf),Class 3,,3yo+,1600.0,Good,Turf,12,8,11,8,4,3404032,Satirical Glory (AUS),4,G,117,,100.35,30.00,95383,L Hewitson,3550,David A Hayes,66,68,742548,So You Think (NZ),879891,Satirical Lady (AUS),513047,Giants Causeway
2023-02-08,Happy Valley (HK),832889,2:50,Tsui Man Handicap  (3yo+) (Course B) (Turf),Class 3,,3yo+,1600.0,Good,Turf,12,12,12,11,5.75,3811029,Super Baby (AUS),4,G,113,p,100.70,59.00,95637,H T Mo,13936,P F Yiu,64,62,837155,Cable Bay (IRE),2078848,Crown Of Caitlin (AUS),409703,Distant Music
2023-02-15,Happy Valley (HK),833289,10:45,Sheung Shui Handicap  (3yo+) (Course C) (Turf),Class 5,,3yo+,1000.0,Good To Firm,Turf,12,1,1,4,0,4155868,Diamond Soars (AUS),4,G,135,het,56.97,5.00,79529,Hugh Bowman,13936,P F Yiu,40,53,872464,Deep Field (AUS),4155867,Contrite Heart (AUS),596538,Dane Shadow
2023-02-15,Happy Valley (HK),833289,10:45,Sheung Shui Handicap  (3yo+) (Course C) (Turf),Class 5,,3yo+,1000.0,Good To Firm,Turf,12,3,2,8,.5,3791354,Kowloon East Star (AUS),5,G,134,ht,57.07,20.00,88434,Matthew Chadwick,12787,K L Man,39,50,837877,Zoustar (AUS),2987079,Cardinal Court (AUS),583120,Valixir
2023-02-15,Happy Valley (HK),833289,10:45,Sheung Shui Handicap  (3yo+) (Course C) (Turf),Class 5,,3yo+,1000.0,Good To Firm,Turf,12,9,3,7,2,3088439,Day Day Rich (AUS),6,G,119,tb,57.37,28.00,99123,Jerry Chau,30441,T P Yung,26,32,727619,Love Conquers All (AUS),3088438,La Zap (AUS),449518,Elnadim
2023-02-15,Happy Valley (HK),833289,10:45,Sheung Shui Handicap  (3yo+) (Course C) (Turf),Class 5,,3yo+,1000.0,Good To Firm,Turf,12,8,4,12,2.5,3395228,Tronic Mighty (AUS),5,G,126,tv,57.47,4.50,82339,Zac Purton,35043,Jamie Richards,31,35,880208,Headwater (AUS),3395227,Kee De Vega (AUS),740981,Lope De Vega
2023-02-15,Happy Valley (HK),833289,10:45,Sheung Shui Handicap  (3yo+) (Course C) (Turf),Class 5,,3yo+,1000.0,Good To Firm,Turf,12,12,5,1,3.75,3502423,Shenron (NZ),5,G,106,he,57.72,4.00,101468,Angus Chung,39762,P C Ng,20,20,736090,Shocking (AUS),538537,Mi Centie (NZ),476611,Centaine
2023-02-15,Happy Valley (HK),833289,10:45,Sheung Shui Handicap  (3yo+) (Course C) (Turf),Class 5,,3yo+,1000.0,Good To Firm,Turf,12,6,6,5,3.75,3011829,Shanghai Power (NZ),6,G,128,b,57.73,11.00,88634,Karis Teetan,17998,Y S Tsui,33,32,805811,Shamexpress (NZ),2346320,Diplomacy (NZ),533036,No Excuse Needed
2023-02-15,Happy Valley (HK),833289,10:45,Sheung Shui Handicap  (3yo+) (Course C) (Turf),Class 5,,3yo+,1000.0,Good To Firm,Turf,12,2,7,2,4.5,3088151,Universal Crown (AUS),6,G,135,b,57.87,11.00,91255,V Borges,36353,Douglas Whyte,40,36,858482,Hallowed Crown (AUS),882940,Only She Can (AUS),60857,Marju
2023-02-15,Happy Valley (HK),833289,10:45,Sheung Shui Handicap  (3yo+) (Course C) (Turf),Class 5,,3yo+,1000.0,Good To Firm,Turf,12,10,8,6,4.75,3468111,Booming Well (AUS),5,G,118,b,57.92,7.50,88632,Harry Bentley,15856,C H Yip,23,18,759607,Spirit Of Boom (AUS),2655990,Proud As Punch (AUS),569653,Tycoon Ruler
2023-02-15,Happy Valley (HK),833289,10:45,Sheung Shui Handicap  (3yo+) (Course C) (Turf),Class 5,,3yo+,1000.0,Good To Firm,Turf,12,7,9,9,6,3564043,Treasure Of Field (NZ),5,G,126,tb,58.17,19.00,98196,L J Ferraris,35035,Jimmy Ting,31,22,632831,Darci Brahma (NZ),3070505,Just Keepher (AUS),547442,Keeper
2023-02-15,Happy Valley (HK),833289,10:45,Sheung Shui Handicap  (3yo+) (Course C) (Turf),Class 5,,3yo+,1000.0,Good To Firm,Turf,12,11,10,11,8,4033866,Super Class (AUS),4,G,114,he,58.57,69.00,95637,H T Mo,14044,A T Millard,21,5,880208,Headwater (AUS),3095391,Lazuli Blue (AUS),509320,Testa Rossa
2023-02-15,Happy Valley (HK),833289,10:45,Sheung Shui Handicap  (3yo+) (Course C) (Turf),Class 5,,3yo+,1000.0,Good To Firm,Turf,12,5,11,3,8.25,4177618,Sunshine Legendary (AUS),4,G,130,b,58.63,12.00,88536,K C Leung,31473,Richard Gibson,35,18,903909,Flying Artie (AUS),871343,Exceleine (AUS),577888,Exceed And Excel
2023-02-15,Happy Valley (HK),833289,10:45,Sheung Shui Handicap  (3yo+) (Course C) (Turf),Class 5,,3yo+,1000.0,Good To Firm,Turf,12,4,12,10,11.5,4061645,Bell Of Victory (NZ),4,G,127,tb,59.27,138.00,96944,C Victor Wong,20011,C W Chang,37,9,845972,El Roca (AUS),2628004,Inara Belle (NZ),466191,Elusive Quality
2023-02-15,Happy Valley (HK),833290,11:15,Fanling Handicap  (3yo+) (Course C) (Turf),Class 5,,3yo+,2200.0,Good To Firm,Turf,12,1,1,4,0,4033869,Wonder Years (IRE),5,G,135,tb,136.73,3.55,88634,Karis Teetan,36353,Douglas Whyte,40,55,753279,Elzaam (AUS),4033868,Love Note (USA),466191,Elusive Quality
2023-02-15,Happy Valley (HK),833290,11:15,Fanling Handicap  (3yo+) (Course C) (Turf),Class 5,,3yo+,2200.0,Good To Firm,Turf,12,10,2,7,1.5,2550933,Cable Speed (IRE),6,G,115,t,137.03,15.00,88300,M L Yeung,20011,C W Chang,20,32,837155,Cable Bay (IRE),869162,Hear My Cry (USA),513047,Giants Causeway
2023-02-15,Happy Valley (HK),833290,11:15,Fanling Handicap  (3yo+) (Course C) (Turf),Class 5,,3yo+,2200.0,Good To Firm,Turf,12,4,3,6,2,3923515,Loyal Ambition (GER),5,G,127,tv,137.13,6.00,79529,Hugh Bowman,16095,C Fownes,32,43,657462,Holy Roman Emperor (IRE),719124,Heart Of Ice (IRE),503034,Montjeu
2023-02-15,Happy Valley (HK),833290,11:15,Fanling Handicap  (3yo+) (Course C) (Turf),Class 5,,3yo+,2200.0,Good To Firm,Turf,12,2,4,11,3.75,1463726,Owners Star (GB),8,G,130,b,137.48,40.00,91255,V Borges,28673,W Y So,35,43,762158,Farhh (GB),1463751,Manila Bay (IRE),96463,Halling
2023-02-15,Happy Valley (HK),833290,11:15,Fanling Handicap  (3yo+) (Course C) (Turf),Class 5,,3yo+,2200.0,Good To Firm,Turf,12,8,5,2,5,2816452,Fortune Triple (IRE),6,G,120,,137.73,8.00,88434,Matthew Chadwick,17998,Y S Tsui,25,31,740981,Lope De Vega (IRE),991629,Kerry Gal (IRE),531769,Galileo
2023-02-15,Happy Valley (HK),833290,11:15,Fanling Handicap  (3yo+) (Course C) (Turf),Class 5,,3yo+,2200.0,Good To Firm,Turf,12,9,6,3,5.5,3373681,Wah May Luck (NZ),5,G,118,tb,137.83,24.00,88632,Harry Bentley,17998,Y S Tsui,23,28,584449,Iffraaj (GB),3373680,Miss Percy (NZ),637859,Sir Percy
2023-02-15,Happy Valley (HK),833290,11:15,Fanling Handicap  (3yo+) (Course C) (Turf),Class 5,,3yo+,2200.0,Good To Firm,Turf,12,3,7,12,5.75,3941875,Jubilation (NZ),4,G,129,v,137.88,5.10,82339,Zac Purton,12760,L Ho,34,38,856949,Ghibellines (AUS),3941874,Cherry Creek (AUS),513083,Monashee Mountain
2023-02-15,Happy Valley (HK),833290,11:15,Fanling Handicap  (3yo+) (Course C) (Turf),Class 5,,3yo+,2200.0,Good To Firm,Turf,12,5,8,10,7,2566149,Sky Gem (NZ),7,G,125,,138.13,7.30,90687,C Y Ho,16095,C Fownes,30,32,796044,Niagara (AUS),2566148,Montjeu Way (NZ),503034,Montjeu
2023-02-15,Happy Valley (HK),833290,11:15,Fanling Handicap  (3yo+) (Course C) (Turf),Class 5,,3yo+,2200.0,Good To Firm,Turf,12,12,9,5,7.25,3593697,Simple Doctrine (AUS),5,G,110,,138.18,95.00,96944,C Victor Wong,20011,C W Chang,20,21,829901,Dissident (AUS),3593696,Demanding Queen (AUS),519563,Commands
2023-02-15,Happy Valley (HK),833290,11:15,Fanling Handicap  (3yo+) (Course C) (Turf),Class 5,,3yo+,2200.0,Good To Firm,Turf,12,11,10,1,9,1036319,Fortune Patrol (IRE),9,G,113,hb,138.53,29.00,95637,H T Mo,14044,A T Millard,20,18,695691,Rip Van Winkle (IRE),665248,Gwyllion (USA),305033,Red Ransom
2023-02-15,Happy Valley (HK),833290,11:15,Fanling Handicap  (3yo+) (Course C) (Turf),Class 5,,3yo+,2200.0,Good To Firm,Turf,12,6,11,8,10.75,3497306,Baron Zee (IRE),5,G,123,tb,138.88,15.00,98196,L J Ferraris,31473,Richard Gibson,28,23,756093,Zoffany (IRE),864271,Callistan (IRE),531769,Galileo
2023-02-15,Happy Valley (HK),833290,11:15,Fanling Handicap  (3yo+) (Course C) (Turf),Class 5,,3yo+,2200.0,Good To Firm,Turf,12,7,12,9,15.5,3094844,Jolly Forever (AUS),6,G,122,tb,139.83,15.00,88536,K C Leung,28673,W Y So,27,14,800750,Declaration Of War (USA),884842,Iguana Jo (USA),304944,Dynaformer
2023-02-15,Happy Valley (HK),833291,11:45,Tai Po Handicap  (3yo+) (Course C) (Turf),Class 4,,3yo+,1000.0,Good To Firm,Turf,11,11,1,3,0,3607318,G One Excellent (NZ),5,G,119,tb,56.96,2.75,90687,C Y Ho,16058,C S Shum,42,56,752305,Makfi (GB),893226,Syzygy Blossom (AUS),509320,Testa Rossa
2023-02-15,Happy Valley (HK),833291,11:45,Tai Po Handicap  (3yo+) (Course C) (Turf),Class 4,,3yo+,1000.0,Good To Firm,Turf,11,5,2,6,0.3,4770044,Atomic Energy (AUS),3,G,118,t,57.02,15.00,101468,Angus Chung,12767,A S Cruz,51,64,884845,Sooboog (AUS),3625112,Charleah (AUS),671916,Myboycharlie
2023-02-15,Happy Valley (HK),833291,11:45,Tai Po Handicap  (3yo+) (Course C) (Turf),Class 4,,3yo+,1000.0,Good To Firm,Turf,11,1,3,4,1.5,3502409,Cheval Valiant (NZ),4,G,135,htb,57.26,7.70,88632,Harry Bentley,36353,Douglas Whyte,58,67,842791,Charm Spirit (IRE),3502408,Folies Bergere (NZ),459025,OReilly
2023-02-15,Happy Valley (HK),833291,11:45,Tai Po Handicap  (3yo+) (Course C) (Turf),Class 4,,3yo+,1000.0,Good To Firm,Turf,11,10,4,5,1.75,4415553,Fingers Crossed (AUS),4,G,122,t,57.31,14.00,91255,V Borges,12739,J Size,45,52,903384,Super One (AUS),1915259,Cupcakes (AUS),96075,Anabaa
